,income,wage
0,0,0
1,0,0
2,0,2
3,0,2
4,0,2
5,0,2
6,0,2
7,0,2
8,0,2
9,0,2
10,0,2
11,0,2
12,0,2
13,0,2
14,0,2
15,0,2
16,0,2
17,0,2
18,0,2
19,0,2
20,0,2
21,0,2
22,0,3
23,10,4
24,10,4
25,10,4
26,20,5
27,30,5
28,40,6
29,40,8
30,40,10
31,40,11
32,40,11
33,40,11
34,40,12
35,40,12
36,40,14
37,40,14
38,40,14
39,40,14
40,40,14
41,40,14
42,40,16
43,40,16
44,40,16
45,40,16
46,40,16
47,40,16
48,40,16
49,40,17
50,40,17
51,40,17
52,40,17
53,40,17
54,40,17
55,40,17
56,40,17
57,40,17
58,40,17
59,40,17
60,40,17
61,40,17
62,40,17
63,40,17
64,40,17
65,40,17
66,40,19
67,40,19
68,40,20
69,40,20
70,40,20
71,40,20
72,40,22
73,40,22
74,40,22
75,40,22
76,40,23
77,40,23
78,40,23
79,40,23
80,40,23
81,40,23
82,40,25
83,40,25
84,40,25
85,40,25
86,40,25
87,40,25
88,40,25
89,40,25
90,40,25
91,40,25
92,50,26
93,50,27
94,50,29
95,50,29
96,50,29
97,50,29
98,50,31
99,60,32
100,60,34
101,60,36
102,60,37
103,60,38
104,60,38
105,60,38
106,60,38
107,60,38
108,60,38
109,60,38
110,60,38
111,60,38
112,60,38
113,60,38
114,60,38
115,60,39
116,60,39
117,60,39
118,60,39
119,60,39
120,60,39
121,60,39
122,60,39
123,60,39
124,60,39
125,60,39
126,60,39
127,60,39
128,60,39
129,60,39
130,60,41
131,70,42
132,70,42
133,70,42
134,80,43
135,80,44
136,90,45
137,90,46
138,90,47
139,90,48
140,90,50
141,90,52
142,90,53
143,90,53
144,90,53
145,90,55
146,90,57
147,90,57
148,90,57
149,90,57
150,90,57
151,90,57
152,90,57
153,90,57
154,90,59
155,90,59
156,90,59
157,90,59
158,90,59
159,90,61
160,90,61
161,90,61
162,90,61
163,90,62
164,90,63
165,90,63
166,90,63
167,90,63
168,90,63
169,90,65
170,90,65
171,90,65
172,90,65
173,90,65
174,90,65
175,90,67
176,90,67
177,90,67
178,90,67
179,90,67
180,90,67
181,90,67
182,90,67
183,90,67
184,90,67
185,90,67
186,90,67
187,90,67
188,90,67
189,90,67
190,90,67
191,90,67
192,90,69
193,90,71
194,90,71
195,90,71
196,90,71
197,90,71
198,90,71
199,90,71
200,90,71
201,90,71
202,90,71
203,90,71
204,90,71
205,90,73
206,90,73
207,90,73
208,90,73
209,90,74
210,90,74
211,90,74
212,90,74
213,90,74
214,90,74
215,90,74
216,90,74
217,90,74
218,90,74
219,90,74
220,90,74
221,90,74
222,90,74
223,90,74
224,90,74
225,90,74
226,90,74
227,90,74
228,90,74
229,90,74
230,90,75
231,90,75
232,90,75
233,90,75
234,90,75
235,90,75
236,90,75
237,90,75
238,90,75
239,90,75
240,90,75
241,90,75
242,90,75
243,90,76
244,90,76
245,90,76
246,90,76
247,90,76
248,90,76
249,90,76
250,90,76
251,90,76
252,90,76
253,90,76
254,100,78
255,100,78
256,100,78
257,100,78
258,100,78
259,100,78
260,100,78
261,100,78
262,100,78
263,100,80
264,100,80
265,100,80
266,110,80
267,110,81
268,110,83
269,110,84
270,120,85
271,120,86
272,120,86
273,120,86
274,130,87
275,130,89
276,130,90
277,130,91
278,130,91
279,130,91
280,130,92
281,130,94
282,140,95
283,160,97
284,170,98
285,170,99
286,170,100
287,170,100
288,170,100
289,170,100
290,170,100
291,170,100
292,170,100
293,170,100
294,170,100
295,170,100
296,170,101
297,170,102
298,170,102
299,170,102
300,170,102
301,170,103
302,170,103
303,170,103
304,170,103
305,170,103
306,170,103
307,170,103
308,170,103
309,170,105
310,170,105
311,170,105
312,170,106
313,170,108
314,170,108
315,170,108
316,170,108
317,170,108
318,170,108
319,170,108
320,170,110
321,180,111
322,180,111
323,180,111
324,180,112
325,180,113
326,180,113
327,180,113
328,180,113
329,180,113
330,180,113
331,180,113
332,180,113
333,180,113
334,180,113
335,180,114
336,180,114
337,180,114
338,180,114
339,180,114
340,180,114
341,180,114
342,180,116
343,180,116
344,180,116
345,180,116
346,180,116
347,180,116
348,180,116
349,180,116
350,180,118
351,180,118
352,180,120
353,180,122
354,180,122
355,180,122
356,180,122
357,180,122
358,180,122
359,180,122
360,180,122
361,180,122
362,180,123
363,180,123
364,180,123
365,180,123
366,180,123
367,180,123
368,180,123
369,180,124
370,180,124
371,180,124
372,180,124
373,180,124
374,180,125
375,180,125
376,180,126
377,180,126
378,180,127
379,180,127
380,180,127
381,180,127
382,180,127
383,180,127
384,180,127
385,180,127
386,180,127
387,180,127
388,180,127
389,180,127
390,180,127
391,180,128
392,180,128
393,180,128
394,180,128
395,180,128
396,180,128
397,180,128
398,180,128
399,180,128
400,180,128
401,180,128
402,180,128
403,180,128
404,180,128
405,180,128
406,180,128
407,180,128
408,180,128
409,180,128
410,180,128
411,180,128
412,180,128
413,180,128
414,180,128
415,180,128
416,180,130
417,190,131
418,190,132
419,190,133
420,190,135
421,190,137
422,190,137
423,190,137
424,190,137
425,190,137
426,190,137
427,190,137
428,190,138
429,190,138
430,190,138
431,190,138
432,190,138
433,190,138
434,190,140
435,190,140
436,190,140
437,190,140
438,190,140
439,190,140
440,190,140
441,190,140
442,190,140
443,190,140
444,190,140
445,190,140
446,190,140
447,190,140
448,190,140
449,190,141
450,200,142
451,210,143
452,210,143
453,210,144
454,210,145
455,210,146
456,210,147
457,210,149
458,210,149
459,210,149
460,210,149
461,210,149
462,210,149
463,210,149
464,210,149
465,210,149
466,210,151
467,210,152
468,210,154
469,210,155
470,210,156
471,210,157
472,210,157
473,210,157
474,210,157
475,210,157
476,210,157
477,210,157
478,210,157
479,210,157
480,210,157
481,210,157
482,210,157
483,210,157
484,210,159
485,210,159
486,210,159
487,210,159
488,220,161
489,220,161
490,220,161
491,220,161
492,220,162
493,220,162
494,220,162
495,220,163
496,220,163
497,220,163
498,220,163
499,220,165
500,220,165
501,220,165
502,220,165
503,220,165
504,220,165
505,220,165
506,220,165
507,220,165
508,220,165
509,220,165
510,220,165
511,220,166
512,220,166
513,220,166
514,220,166
515,220,166
516,220,166
517,220,166
518,220,166
519,220,166
520,220,168
521,220,168
522,220,168
523,220,168
524,220,168
525,220,168
526,220,168
527,220,168
528,220,168
529,220,168
530,220,168
531,220,170
532,220,171
533,220,171
534,220,171
535,220,171
536,220,171
537,220,171
538,220,171
539,220,171
540,220,171
541,220,171
542,220,171
543,220,173
544,230,174
545,230,175
546,230,176
547,230,176
548,230,178
549,230,178
550,230,178
551,230,178
552,230,180
553,230,181
554,230,183
555,230,184
556,230,186
557,230,186
558,230,186
559,230,186
560,230,186
561,230,186
562,230,186
563,230,187
564,230,187
565,230,187
566,230,189
567,230,189
568,230,189
569,230,191
570,230,191
571,230,191
