,income,wage
0,0.0,0
1,0.0,0
2,0.0,1
3,0.0,3
4,5.0,4
5,5.0,5
6,5.0,6
7,10.0,7
8,10.0,7
9,10.0,8
10,10.0,10
11,10.0,10
12,10.0,10
13,10.0,10
14,10.0,10
15,10.0,11
16,10.0,12
17,10.0,14
18,10.0,15
19,10.0,16
20,10.0,16
21,10.0,18
22,15.0,19
23,15.0,20
24,15.0,21
25,15.0,21
26,15.0,23
27,15.0,24
28,15.0,24
29,20.0,24
30,20.0,26
31,20.0,28
32,20.0,29
33,20.0,30
34,20.0,32
35,20.0,34
36,20.0,36
37,20.0,38
38,20.0,40
39,25.0,42
40,25.0,43
41,25.0,44
42,25.0,45
43,25.0,46
44,30.0,47
45,30.0,47
46,30.0,49
47,30.0,50
48,30.0,52
49,35.0,54
50,35.0,56
51,40.0,58
52,45.0,59
53,45.0,60
54,45.0,61
55,45.0,63
56,45.0,65
57,50.0,66
58,50.0,66
59,50.0,67
60,50.0,68
61,50.0,68
62,50.0,68
63,50.0,68
64,50.0,69
65,50.0,70
66,50.0,70
67,50.0,70
68,50.0,72
69,50.0,72
70,50.0,72
71,50.0,72
72,50.0,72
73,50.0,72
74,50.0,72
75,50.0,72
76,50.0,73
77,50.0,73
78,50.0,73
79,50.0,74
80,50.0,75
81,50.0,75
82,50.0,75
83,50.0,75
84,55.0,76
85,55.0,77
86,55.0,78
87,55.0,79
88,55.0,80
89,55.0,81
90,55.0,82
91,55.0,83
92,55.0,83
93,55.0,84
94,60.0,85
95,60.0,86
96,60.0,86
97,60.0,86
98,60.0,88
99,60.0,89
100,60.0,90
101,60.0,91
102,60.0,91
103,60.0,92
104,60.0,93
105,60.0,93
106,60.0,93
107,60.0,93
108,60.0,93
109,60.0,93
110,60.0,93
111,60.0,93
112,60.0,94
113,60.0,95
114,60.0,95
115,60.0,96
116,60.0,98
117,60.0,99
118,60.0,100
119,60.0,101
120,60.0,102
121,65.0,103
122,65.0,104
123,70.0,106
124,70.0,107
125,70.0,108
126,70.0,109
127,70.0,110
128,75.0,112
129,75.0,114
130,75.0,115
131,75.0,115
132,75.0,117
133,75.0,119
134,80.0,120
135,80.0,122
136,80.0,124
137,80.0,126
138,80.0,128
139,80.0,130
140,85.0,132
141,85.0,134
142,85.0,136
143,85.0,138
144,85.0,139
145,85.0,141
146,85.0,141
147,85.0,142
148,85.0,143
149,85.0,145
150,85.0,146
151,85.0,147
152,85.0,149
153,85.0,150
154,85.0,151
155,90.0,152
156,90.0,153
157,90.0,154
158,90.0,154
159,90.0,155
160,90.0,156
161,90.0,156
162,90.0,157
163,90.0,157
164,90.0,157
165,90.0,159
166,90.0,160
167,90.0,160
168,90.0,162
169,90.0,164
170,90.0,165
171,90.0,167
172,90.0,168
173,90.0,168
174,90.0,168
175,90.0,168
176,90.0,168
177,95.0,169
178,95.0,171
179,95.0,172
180,95.0,173
181,95.0,174
182,95.0,175
183,100.0,176
184,100.0,176
185,100.0,176
186,100.0,176
187,100.0,177
188,100.0,177
189,100.0,178
190,100.0,179
191,100.0,179
192,100.0,180
193,100.0,182
194,100.0,183
195,100.0,183
196,100.0,184
197,100.0,184
198,100.0,184
199,100.0,184
200,100.0,184
201,100.0,185
202,100.0,187
203,105.0,189
204,110.0,191
205,115.0,193
206,115.0,194
207,115.0,196
208,115.0,198
209,115.0,200
210,115.0,202
211,120.0,203
212,125.0,203
213,130.0,205
214,130.0,206
215,130.0,207
216,130.0,207
217,130.0,207
218,130.0,207
219,130.0,208
220,130.0,209
221,130.0,209
222,130.0,209
223,130.0,210
224,135.0,211
225,135.0,212
226,140.0,214
227,140.0,214
228,145.0,215
229,145.0,217
230,145.0,219
231,145.0,220
232,145.0,222
233,145.0,224
234,150.0,225
