,income,wage
0,0.0,0
1,0.0,0
2,0.0,0
3,0.0,1
4,0.0,2
5,0.0,2
6,0.0,2
7,0.0,2
8,0.0,2
9,0.0,2
10,0.0,4
11,0.0,4
12,5.0,5
13,10.0,6
14,10.0,7
15,10.0,8
16,10.0,9
17,15.0,11
18,20.0,13
19,25.0,15
20,25.0,16
21,30.0,17
22,30.0,19
23,30.0,19
24,30.0,19
25,30.0,19
26,30.0,19
27,30.0,20
28,35.0,21
29,35.0,22
30,40.0,24
31,40.0,25
32,40.0,26
33,40.0,27
34,40.0,27
35,40.0,28
36,40.0,28
37,40.0,29
38,40.0,29
39,40.0,30
40,40.0,30
41,40.0,31
42,40.0,31
43,40.0,32
44,40.0,32
45,40.0,32
46,40.0,33
47,40.0,33
48,40.0,33
49,45.0,33
50,45.0,33
51,45.0,35
52,45.0,36
53,45.0,37
54,45.0,38
55,50.0,40
56,50.0,41
57,50.0,42
58,55.0,43
59,60.0,44
60,60.0,44
61,60.0,44
62,60.0,44
63,60.0,44
64,60.0,44
65,60.0,45
66,60.0,45
67,60.0,45
68,60.0,47
69,60.0,47
70,60.0,47
71,65.0,48
72,65.0,49
73,70.0,50
74,70.0,50
75,70.0,50
76,70.0,50
77,70.0,51
78,70.0,51
79,70.0,51
80,70.0,52
81,70.0,53
82,70.0,53
83,70.0,53
84,70.0,53
85,70.0,53
86,70.0,53
87,70.0,53
88,70.0,53
89,70.0,53
90,70.0,53
91,70.0,53
92,75.0,55
93,75.0,56
94,80.0,57
95,80.0,57
96,80.0,57
97,80.0,59
98,80.0,59
99,85.0,60
100,85.0,61
101,85.0,62
102,85.0,63
103,90.0,64
104,90.0,65
105,90.0,66
106,90.0,66
107,90.0,66
108,90.0,66
109,90.0,66
110,90.0,66
111,90.0,66
112,90.0,66
113,90.0,66
114,90.0,66
115,90.0,66
116,90.0,67
117,90.0,67
118,90.0,67
119,90.0,68
120,95.0,69
121,100.0,70
122,100.0,71
123,105.0,72
124,110.0,74
125,110.0,76
126,110.0,78
127,110.0,80
128,110.0,82
129,110.0,84
130,110.0,86
131,115.0,88
132,115.0,90
133,120.0,92
134,130.0,94
135,130.0,95
136,130.0,95
137,130.0,95
138,130.0,95
139,130.0,96
140,130.0,96
141,130.0,96
142,130.0,98
143,130.0,99
144,130.0,99
145,130.0,100
146,135.0,101
147,135.0,102
148,140.0,103
149,145.0,103
150,150.0,103
151,150.0,104
152,155.0,106
153,155.0,107
154,160.0,109
155,165.0,109
156,170.0,109
157,170.0,109
158,170.0,109
159,170.0,109
160,175.0,110
161,175.0,111
162,175.0,112
163,175.0,113
164,180.0,114
165,180.0,114
166,180.0,116
167,180.0,116
168,180.0,116
169,180.0,118
170,180.0,118
171,180.0,119
172,180.0,120
173,180.0,120
174,180.0,120
175,180.0,121
176,185.0,122
177,185.0,123
178,190.0,124
179,190.0,125
180,195.0,127
181,195.0,128
182,195.0,129
183,195.0,130
184,195.0,131
185,195.0,132
186,200.0,133
187,200.0,134
188,205.0,135
189,210.0,135
190,210.0,136
191,210.0,136
192,210.0,136
193,210.0,137
194,210.0,137
195,210.0,137
196,215.0,138
197,215.0,139
198,220.0,140
199,220.0,140
200,220.0,140
201,220.0,140
202,220.0,140
203,220.0,141
204,220.0,141
205,220.0,141
206,220.0,141
207,220.0,141
208,220.0,142
209,220.0,142
210,225.0,143
211,225.0,144
212,230.0,145
213,230.0,146
214,230.0,148
215,235.0,149
216,240.0,150
217,240.0,150
218,240.0,150
219,240.0,150
220,240.0,151
221,240.0,151
222,240.0,151
223,240.0,151
224,245.0,152
225,245.0,153
226,250.0,154
227,250.0,155
228,250.0,155
229,250.0,156
230,250.0,157
231,250.0,158
232,250.0,158
233,250.0,159
234,250.0,160
